subject;question;true;wrong1;wrong2;wrong3
Wirtschaft;Was ist der "Grenznutzen"?;Der zusätzliche Nutzen einer weiteren Einheit;Der Gesamtgewinn eines Gutes;Die Kosten einer zusätzlichen Einheit;Der Preis eines Gutes
Wirtschaft;Was beschreibt die "Lorenz-Kurve"?;Die Verteilung der Einkommen/Vermögen;Den Zusammenhang von Inflation und Arbeitslosigkeit;Die Produktionsmöglichkeiten;Die Entwicklung des Wechselkurses
Wirtschaft;Was ist ein "öffentliches Gut"?;Ein Gut, das nicht rivalisierend und nicht ausschließbar ist;Ein Gut, das der Staat herstellt;Ein Gut mit negativen externen Effekten;Ein sehr teures Gut
Wirtschaft;Was bedeutet "Skalenerträge"?;Verhältnis zwischen Produktionserhöhung und Kostenänderung;Die Anzahl der Mitarbeiter;Der Preis des Endprodukts;Die Laufzeit eines Kredits
Wirtschaft;Was ist eine "Wachstumsrate"?;Die prozentuale Veränderung des BIPs;Die Steuerquote eines Landes;Der Zinssatz für Kredite;Der Wechselkurs
Wirtschaft;Was ist die "Trade-off"-Situation?;Ein Ziel kann nur auf Kosten eines anderen erreicht werden;Zwei Ziele können gleichzeitig erreicht werden;Der Preis eines Gutes ist fix;Die Produktion ist konstant
Wirtschaft;Was ist ein "Preisnehmer"?;Ein Akteur, der den Marktpreis akzeptiert;Ein Käufer, der einen Rabatt erhält;Ein Verkäufer, der den Preis festlegt;Eine Bank, die Zinsen festlegt
Wirtschaft;Was ist "Nominalzins"?;Der ausgewiesene Zinssatz ohne Inflationsbereinigung;Der Zinssatz nach Abzug der Inflation;Der höchste mögliche Zinssatz;Der niedrigste mögliche Zinssatz
Wirtschaft;Was ist "Realzins"?;Der Nominalzins abzüglich der Inflationsrate;Der Nominalzins plus der Inflationsrate;Der Zinssatz ohne Steuern;Der Zinssatz für Tagesgeld
Wirtschaft;Was ist eine "Budgetrestriktion"?;Die Grenze der Konsummöglichkeiten durch Einkommen;Eine staatliche Ausgabenbremse;Eine Begrenzung der Kreditaufnahme;Die Obergrenze des Steuersatzes
Wirtschaft;Was ist die "Phillips-Kurve"? ;Zusammenhang zwischen Inflation und Arbeitslosigkeit;Zusammenhang zwischen Steuern und Einnahmen;Zusammenhang zwischen Zinssatz und Investitionen;Zusammenhang zwischen Angebot und Nachfrage
Wirtschaft;Was ist "Spekulation" auf den Märkten?;Gewinnabsicht durch Vorhersage zukünftiger Preise;Erhalt von staatlichen Subventionen;Kontrolle eines Monopols;Ein sehr leckeres Gebäck
Wirtschaft;Was ist "Derivativer Markt"?;Markt für Finanzinstrumente, deren Wert von einem Basiswert abhängt;Markt für Rohstoffe;Markt für Gebrauchtwagen;Markt für Kunstwerke
Wirtschaft;Was ist ein "Konjunkturzyklus"?;Regelmäßige Schwankungen der Wirtschaftstätigkeit;Die Änderung der Unternehmensstrategie;Der Lebenszyklus eines Produkts;Die jährliche Steuererklärung
Wirtschaft;Was ist ein "Nachfrageüberhang"?;Die Nachfrage ist höher als das Angebot;Das Angebot ist höher als die Nachfrage;Nachfrage und Angebot sind gleich;Der Preis ist zu niedrig
Wirtschaft;Was ist ein "Angebotsüberhang"?;Das Angebot ist höher als die Nachfrage;Die Nachfrage ist höher als das Angebot;Nachfrage und Angebot sind gleich;Der Preis ist zu hoch
Wirtschaft;Was ist das "Substitutionsgut"?;Ein Gut, das ein anderes ersetzen kann;Ein Gut, das zusammen mit einem anderen konsumiert wird;Ein Gut, das nur einmal kaufbar ist;Ein Gut, das nicht aufteilbar ist
Wirtschaft;Was ist das "Komplementärgut"?;Ein Gut, das zusammen mit einem anderen konsumiert wird;Ein Gut, das ein anderes ersetzen kann;Ein Gut mit sehr hoher Nachfrage;Ein Gut mit sehr geringer Nachfrage
Wirtschaft;Was bedeutet "Gleichgewichtspreis"?;Der Preis, bei dem Angebot und Nachfrage übereinstimmen;Der niedrigste Preis am Markt;Der höchste Preis am Markt;Der staatlich festgelegte Preis
Wirtschaft;Was ist eine "progressive Steuer"?;Steuersatz steigt mit der Bemessungsgrundlage;Steuersatz ist für alle gleich;Steuersatz sinkt mit der Bemessungsgrundlage;Nur Unternehmen zahlen diese Steuer
Wirtschaft;Was ist die "Geldumlaufgeschwindigkeit"?;Häufigkeit, mit der eine Geldeinheit pro Jahr verwendet wird;Die Geschwindigkeit der Inflation;Die Wachstumsrate des BIP;Die Geschwindigkeit von Finanztransaktionen
Wirtschaft;Was beschreibt die "Transmissionsmechanismus"?;Art und Weise, wie geldpolitische Impulse die Wirtschaft beeinflussen;Die Übertragung von Kosten auf den Endverbraucher;Die Verbreitung von Informationen;Die Verteilung von Gewinnen
Wirtschaft;Was ist "Arbitrage"? ;Gewinn durch Ausnutzen von Preisunterschieden;Eine Form der Kreditvergabe;Eine Steuer auf Finanztransaktionen;Eine staatliche Garantie
Wirtschaft;Was ist eine "Put-Option"?;Das Recht, einen Basiswert zu einem festgelegten Preis zu verkaufen;Die Verpflichtung, einen Basiswert zu kaufen;Das Recht, einen Basiswert zu kaufen;Die Verpflichtung, einen Basiswert zu verkaufen
Wirtschaft;Was ist eine "Call-Option"?;Das Recht, einen Basiswert zu einem festgelegten Preis zu kaufen;Die Verpflichtung, einen Basiswert zu verkaufen;Das Recht, einen Basiswert zu verkaufen;Die Verpflichtung, einen Basiswert zu kaufen
Wirtschaft;Was bedeutet "Dividende"?;Gewinnbeteiligung, die ein Unternehmen an Aktionäre ausschüttet;Der Wert einer Aktie beim Kauf;Die Steuer auf Aktiengewinne;Der Zinssatz für Unternehmensanleihen
Wirtschaft;Was ist "Insolvenz"?;Zahlungsunfähigkeit eines Unternehmens/Person;Ein sehr hoher Gewinn;Die Fusion zweier Unternehmen;Eine staatliche Subvention
Wirtschaft;Was ist eine "Unternehmensanleihe"?;Ein Schuldtitel, den ein Unternehmen zur Finanzierung ausgibt;Ein Anteil am Eigenkapital eines Unternehmens;Eine staatliche Förderung;Ein Kredit von der Zentralbank
Wirtschaft;Was ist eine "Maastricht-Kriterium"?;Regel zur Haushaltsdisziplin in der EU;Ein Handelsabkommen;Eine Umweltauflage;Ein Gesetz zur Arbeitszeit
Wirtschaft;Was ist "Crowding-out" (Staatsausgaben)? ;Verdrängung privater Investitionen durch staatliche Kreditaufnahme;Zunahme privater Investitionen durch staatliche Impulse;Senkung der Arbeitslosigkeit durch Staatsausgaben;Erhöhung der Steuereinnahmen
Wirtschaft;Was ist die "Keynesianische Multiplikator"?;Faktor, der die Auswirkung staatlicher Ausgaben auf das BIP beschreibt;Ein Indikator für die Inflation;Ein Maß für das Staatsdefizit;Die Effizienz von Steuersenkungen
Wirtschaft;Was ist die "Ceteris-Paribus-Annahme"?;Alle anderen Variablen bleiben konstant;Alle Preise sind variabel;Der Staat greift immer ein;Die Märkte sind unvollkommen
Wirtschaft;Was ist "Bilanz" in der Buchhaltung?;Gegenüberstellung von Vermögen und Schulden;Die jährliche Gewinn- und Verlustrechnung;Eine Übersicht aller Steuern;Das Inventar des Unternehmens
Wirtschaft;Was ist das "Eigenkapital"?;Der Teil des Kapitals, der den Eigentümern gehört;Das Kapital, das von Banken geliehen wurde;Die gesamten Schulden eines Unternehmens;Die staatlichen Zuschüsse
Wirtschaft;Was ist das "Fremdkapital"?;Der Teil des Kapitals, der von Dritten geliehen wurde;Der Teil des Kapitals, der den Eigentümern gehört;Die Gewinne des Unternehmens;Die gesamten Vermögenswerte
Wirtschaft;Was ist der "Liquiditätsgrad"?;Kennzahl zur Fähigkeit, kurzfristige Schulden zu begleichen;Die Profitabilität eines Unternehmens;Der Marktanteil eines Produkts;Die Wachstumsrate
Wirtschaft;Was ist die "Rentabilität"?;Verhältnis von Gewinn zu eingesetztem Kapital;Die Schuldenlast eines Unternehmens;Die Anzahl der Mitarbeiter;Die Produktionsmenge
Wirtschaft;Was beschreibt die "Gewinnschwelle" (Break-even)? ;Der Punkt, an dem Erlöse gleich Kosten sind;Der maximale Umsatz eines Unternehmens;Der niedrigste Preis am Markt;Der Punkt, wenn der Umsatz 0 ist
Wirtschaft;Was ist eine "Preiselastizität der Nachfrage"?;Prozentuale Änderung der Nachfrage im Verhältnis zur Preisänderung;Die Stärke der Preisbindung;Die Kosten der Produktion;Die Gesamtmenge an Nachfrage
Wirtschaft;Was ist eine "Preiselastizität des Angebots"?;Prozentuale Änderung des Angebots im Verhältnis zur Preisänderung;Die Geschwindigkeit der Preisänderung;Der maximale Preis;Die Steuerlast auf Produkte
Wirtschaft;Was ist "Steuerinzidenz"?;Die tatsächliche Verteilung der Steuerlast zwischen Anbietern und Nachfragern;Die Höhe des Steuersatzes;Die Verwendung der Steuereinnahmen;Die Steuerhinterziehung
Wirtschaft;Was ist "Mindestreservepflicht"?;Ein Prozentsatz der Einlagen, den Banken bei der Zentralbank halten müssen;Ein Mindestlohn für Bankangestellte;Eine staatliche Garantie für Spareinlagen;Eine Grenze für die Kreditvergabe
Wirtschaft;Was ist "Intervention am Devisenmarkt"?;Kauf oder Verkauf von Währungen durch die Zentralbank;Die Erhöhung von Zöllen;Die Abschaffung von Währungen;Die Vereinheitlichung von Steuern
Wirtschaft;Was ist ein "Freihandelsabkommen"?;Vertrag zur Reduzierung von Handelshemmnissen;Ein Abkommen über Umweltstandards;Ein Militärbündnis;Eine Vereinbarung über Mindestlöhne
Wirtschaft;Was ist ein "Zoll"?;Eine Steuer auf importierte oder exportierte Güter;Eine Subvention für lokale Produzenten;Ein Verbot des Handels;Eine Währungsreform
Wirtschaft;Was bedeutet "Protektionismus"?;Politische Maßnahmen zum Schutz der heimischen Wirtschaft vor Konkurrenz;Die Öffnung der Märkte;Die Förderung des Freihandels;Die Senkung von Steuern
Wirtschaft;Was ist die "Terms of Trade"?;Verhältnis der Exportpreise zu den Importpreisen eines Landes;Der Zinssatz für Staatsanleihen;Die Inflationsrate;Die Arbeitslosenquote
Wirtschaft;Was ist "Direktinvestition"?;Langfristige Investition in ein Unternehmen/Land;Kauf von Staatsanleihen;Kurzfristige Spekulation;Die Gewährung eines Kredits
Wirtschaft;Was ist das "Sparparadoxon"?;Wenn alle sparen, kann dies die Gesamtwirtschaft schwächen;Sparen führt immer zu Wachstum;Sparen ist irrelevant für die Wirtschaft;Die Zinssätze sind zu hoch
Wirtschaft;Was ist "Liquiditätsfalle" (Keynes)? ;Situation, in der eine Zinssenkung keine Wirkung mehr hat;Ein plötzlicher Anstieg der Inflation;Ein Zusammenbruch des Aktienmarktes;Ein Anstieg der Arbeitslosigkeit
Wirtschaft;Was ist das "Fisher-Prinzip" (Zinsen)? ;Der Nominalzins passt sich der erwarteten Inflation an;Der Realzins ist immer Null;Die Inflationsrate ist konstant;Die Zinssätze sind irrelevant
Wirtschaft;Was ist die "Verfügbarkeit von Kapital"?;Die Höhe der Mittel, die für Investitionen bereitstehen;Der Preis des Geldes;Die staatliche Verschuldung;Die Anzahl der Banken
Wirtschaft;Was ist ein "Haushaltsdefizit"?;Die Ausgaben des Staates übersteigen die Einnahmen;Die Einnahmen des Staates übersteigen die Ausgaben;Die Steuern sind zu hoch;Die Staatsverschuldung sinkt
Wirtschaft;Was ist eine "Staatsanleihe"?;Ein Schuldtitel, den der Staat zur Finanzierung ausgibt;Ein Anteil am Staatseigentum;Eine staatliche Subvention;Ein Steuererlass
Wirtschaft;Was ist eine "Ratingagentur"?;Unternehmen, das die Kreditwürdigkeit von Staaten/Unternehmen bewertet;Ein staatliches Kontrollorgan;Eine Bank zur Vergabe von Krediten;Ein Unternehmen zur Marktbeobachtung
Wirtschaft;Was ist "Moral Hazard" in der Wirtschaft?;Risikobereitschaft, weil man abgesichert ist;Betrug im Versicherungswesen;Eine Form der Steuerhinterziehung;Eine Marktmanipulation
Wirtschaft;Was ist "Adverse Selection" (Negativauslese)? ;Informationen auf einer Seite führen zu schlechteren Ergebnissen;Wahl des falschen Produkts;Ein Monopol;Eine staatliche Regulierung
Wirtschaft;Was ist "Principal-Agent-Problem"?;Konflikt zwischen Auftraggeber und Beauftragtem;Zwei Unternehmen arbeiten zusammen;Der Staat und die Zentralbank sind sich einig;Der Wettbewerb ist sehr stark
Wirtschaft;Was ist "Tragedy of the Commons"?;Übernutzung von frei zugänglichen Ressourcen;Eine positive externe Auswirkung;Ein perfekter Markt;Ein Monopol
Wirtschaft;Was ist "Coase-Theorem"?;Wenn Eigentumsrechte klar sind, werden externe Effekte effizient gelöst;Externe Effekte sind irrelevant;Der Staat muss immer eingreifen;Märkte sind immer ineffizient
Wirtschaft;Was ist "Pigou-Steuer"?;Eine Steuer zur Internalisierung negativer externer Effekte;Eine Steuer zur Förderung des Sparens;Eine Steuer auf Unternehmensgewinne;Eine Steuer auf Importe
Wirtschaft;Was ist "Inflation Targeting"?;Geldpolitische Strategie zur Steuerung der Inflation;Eine Steuer zur Inflationsbekämpfung;Eine Preisregulierung;Ein staatliches Wachstumsprogramm
Wirtschaft;Was ist eine "Zinsstrukturkurve"?;Grafische Darstellung des Zusammenhangs zwischen Zins und Laufzeit;Der Verlauf der Inflationsrate;Die Entwicklung des Wechselkurses;Die Kostenstruktur eines Unternehmens
Wirtschaft;Was ist "Hedging"?;Absicherung von Finanzrisiken;Eine Spekulationsstrategie;Ein Kredit ohne Sicherheiten;Ein staatliches Rettungspaket
Wirtschaft;Was ist eine "Derivat"?;Ein Finanzinstrument, dessen Wert von einem Basiswert abhängt;Eine Aktie;Eine Anleihe;Ein Staatshaushalt
Wirtschaft;Was ist der "Basiswert" bei Derivaten?;Der zugrunde liegende Vermögenswert;Der Preis des Derivats;Die Laufzeit des Vertrages;Der Zinssatz
Wirtschaft;Was ist "Währungsunion"?;Mehrere Staaten nutzen eine gemeinsame Währung;Alle Staaten haben den gleichen Steuersatz;Freier Handel zwischen allen Staaten;Eine gemeinsame Armee
Wirtschaft;Was ist der "Wechselkursmechanismus" (ERM)? ;Ein System fester Wechselkurse;Ein System variabler Zinssätze;Ein System ohne Handel;Eine gemeinsame Währung
Wirtschaft;Was ist "Dumping"?;Verkauf von Produkten unter dem Herstellungspreis im Ausland;Ein Handelsabkommen;Eine staatliche Subvention;Ein Verbot von Importen
Wirtschaft;Was ist der "Gini-Koeffizient"?;Ein Maß für die Ungleichheit der Verteilung von Einkommen/Vermögen;Ein Maß für die Inflation;Ein Maß für das Wirtschaftswachstum;Ein Maß für die Arbeitslosigkeit
Wirtschaft;Was ist eine "Rezession"?;Eine Phase des Wirtschaftsabschwungs;Eine Phase des starken Wachstums;Eine Phase der stabilen Preise;Eine Phase der Hyperinflation
Wirtschaft;Was ist eine "Depression"?;Eine sehr tiefe und lang anhaltende Rezession;Ein kurzer Wirtschaftseinbruch;Eine leichte Wachstumsdelle;Eine Phase hoher Inflation
Wirtschaft;Was ist "Strukturelle Arbeitslosigkeit"?;Arbeitslosigkeit durch Veränderung der Wirtschaftsstruktur;Arbeitslosigkeit durch Konjunktur;Arbeitslosigkeit durch falsche Löhne;Kurzfristige Arbeitslosigkeit
Wirtschaft;Was ist "Friktionelle Arbeitslosigkeit"?;Kurzfristige Arbeitslosigkeit beim Jobwechsel;Langfristige Arbeitslosigkeit;Arbeitslosigkeit durch zu hohe Löhne;Arbeitslosigkeit durch Konjunktur
Wirtschaft;Was ist "Konjunkturelle Arbeitslosigkeit"?;Arbeitslosigkeit durch Abschwung der Wirtschaft;Arbeitslosigkeit durch falsche Ausbildung;Kurzfristige Arbeitslosigkeit;Arbeitslosigkeit durch Strukturwandel
Wirtschaft;Was ist "Produktivität"?;Verhältnis von Output zu Input;Die Anzahl der Mitarbeiter;Der Gewinn eines Unternehmens;Der Marktpreis eines Gutes
Wirtschaft;Was ist die "Kapitalintensität"?;Verhältnis von Kapital zu Arbeit im Produktionsprozess;Der Preis von Kapital;Die Menge an verfügbarem Kapital;Der Zinssatz
Wirtschaft;Was ist "Outsourcing"?;Auslagerung von Unternehmensbereichen an Dritte;Die Fusion von Unternehmen;Der Kauf von Aktien;Die Einstellung neuer Mitarbeiter
Wirtschaft;Was ist "Crowdfunding"?;Finanzierung durch eine Vielzahl von Personen über das Internet;Kredit von einer Großbank;Staatliche Subvention;Emittierung von Anleihen
Wirtschaft;Was ist ein "Venture Capital"?;Risikokapital für junge, innovative Unternehmen;Ein Kredit mit niedrigen Zinsen;Eine staatliche Garantie;Ein Investition in Immobilien
Wirtschaft;Was ist ein "Angel Investor"?;Privatperson, die Kapital für Start-ups bereitstellt;Eine große Bank;Ein staatlicher Fonds;Ein Berater
Wirtschaft;Was ist "Due Diligence"?;Sorgfältige Prüfung eines Unternehmens vor einer Transaktion;Eine Marketingstrategie;Eine Form der Steuerhinterziehung;Ein Patentantrag
Wirtschaft;Was ist ein "Merger & Acquisition" (M&A)?;Zusammenschluss oder Übernahme von Unternehmen;Die Gründung eines neuen Unternehmens;Die Auflösung eines Unternehmens;Eine Kreditaufnahme
Wirtschaft;Was ist die "Corporate Social Responsibility" (CSR)?;Gesellschaftliche Verantwortung von Unternehmen;Die Maximierung des Gewinns;Die Zahlung von Steuern;Die Einhaltung von Gesetzen
Wirtschaft;Was ist die "Stakeholder-Theorie"?;Ein Unternehmen hat Verantwortung gegenüber allen Interessengruppen;Ein Unternehmen muss nur den Aktionären dienen;Der Staat hat die volle Kontrolle;Der Wettbewerb ist irrelevant
Wirtschaft;Was ist die "Shareholder-Value-Theorie"?;Fokus auf Maximierung des Wertes für die Aktionäre;Fokus auf soziale Verantwortung;Fokus auf staatliche Regulierung;Fokus auf Mitarbeiterzufriedenheit
Wirtschaft;Was ist die "Effizienzmarkthypothese"?;Marktpreise spiegeln alle verfügbaren Informationen wider;Preise sind zufällig;Regulierung ist immer notwendig;Der Markt ist immer irrational
Wirtschaft;Was ist "Behavioural Economics"?;Wirtschaftswissenschaft, die psychologische Aspekte berücksichtigt;Theorie über perfekte Märkte;Studium des staatlichen Handelns;Fokus auf mathematische Modelle
Wirtschaft;Was ist ein "Homo Oeconomicus"?;Modellannahme des rational handelnden Menschen;Ein irrationaler Marktteilnehmer;Ein staatlicher Planer;Ein Sozialarbeiter
Wirtschaft;Was ist der "Nutzen"?;Die Befriedigung von Bedürfnissen durch Konsum;Der Preis eines Gutes;Die Kosten der Produktion;Der Gewinn eines Unternehmens
Wirtschaft;Was ist die "Indifferenzkurve"?;Zeigt Kombinationen von Gütern mit gleichem Nutzen;Zeigt alle möglichen Produktionsmengen;Zeigt den Zusammenhang von Preis und Nachfrage;Zeigt die Kostenstruktur
Wirtschaft;Was ist die "Produktionsmöglichkeitenkurve"?;Zeigt die maximalen Output-Kombinationen bei gegebenen Ressourcen;Zeigt die Nachfragekurve;Zeigt die Kosten der Produktion;Zeigt die Preisentwicklung
Wirtschaft;Was ist die "Isoquante"?;Zeigt Input-Kombinationen mit gleichem Output;Zeigt alle möglichen Preise;Zeigt die Gewinnschwelle;Zeigt die Inflationsrate
Wirtschaft;Was ist die "Isokostenlinie"?;Zeigt Input-Kombinationen mit gleichen Gesamtkosten;Zeigt alle möglichen Erträge;Zeigt die optimale Produktionsmenge;Zeigt die Steuersätze
Wirtschaft;Was ist "Allokation"?;Verteilung von knappen Ressourcen auf verschiedene Verwendungen;Die Bestimmung des Preises;Die Erhebung von Steuern;Die Steuerung der Inflation
Wirtschaft;Was ist "Residualanspruch" (bei Eigenkapital)? ;Anspruch auf den verbleibenden Gewinn nach Abzug aller Kosten;Anspruch auf ein festes Gehalt;Anspruch auf staatliche Subventionen;Anspruch auf den Umsatz
Wirtschaft;Was ist ein "Share Deal"?;Kauf von Anteilen (Aktien) eines Unternehmens;Kauf von Vermögenswerten eines Unternehmens;Ein Kreditvertrag;Ein Mietvertrag
Wirtschaft;Was ist ein "Asset Deal"?;Kauf von Vermögenswerten und Schulden eines Unternehmens;Kauf von Anteilen (Aktien) eines Unternehmens;Eine Fusion;Ein Joint Venture
Wirtschaft;Was ist "Finanzkrise"?;Eine Störung des Finanzsystems mit weitreichenden Folgen;Ein Anstieg der Steuern;Eine leichte Rezession;Eine Senkung der Zinsen
Wirtschaft;Was ist eine "Blase" auf dem Markt?;Starker Preisanstieg, der von fundamentalen Werten losgelöst ist;Ein stabiler Markt;Ein staatlich regulierter Preis;Ein Markt mit perfektem Wettbewerb
Wirtschaft;Was ist "Austeritätspolitik"?;Staatliche Politik zur Reduzierung des Haushaltsdefizits;Starke Erhöhung der Staatsausgaben;Senkung der Steuern;Drucken von neuem Geld
Wirtschaft;Was ist "Verbriefung" (Securitization)?;Bündelung von Forderungen zu handelbaren Wertpapieren;Ausgabe von Staatsanleihen;Die Regulierung von Banken;Die Vergabe von Krediten
